"ItemNo","ItemDescr","ColourLikeDescr","ColourDescr","MaingroupDescr","Price","DesignId"
4166751,"DUPLO 2X2X2 WITH SLITS","White","WHITE","Bricks","-1.00",41978
4222290,"DUPLO 2X2X2 WITH SLITS","Purple","LGH. PURPLE","Bricks","-1.00",41978
6030503,"DUPLO 2X2X2 WITH SLITS","Grey","DK. ST. GREY","Bricks","0.71",41978
4247678,"BRICK 8X16X1 1/3 OBL. FRO. ASS","","BRICK-YEL","Bricks, Special","-1.00",41991
4167225,"TOWER ROOF","","SAND GREEN","Bricks, Special","-1.00",42000
4162962,"DUPLO ROYAL CROWN","Yellow","BR.YEL","Bricks","-1.00",42001
4493378,"DUPLO ROYAL CROWN","","W.GOLD","Bricks","-1.00",42001
4173970,"CROSS BLOK 3M","Black","BLACK","Bricks, Special Circles And Angles","0.20",42003
4175439,"CROSS BLOK 3M","Grey","DK.GREY","Bricks, Special Circles And Angles","-1.00",42003
4175440,"CROSS BLOK 3M","Grey","GREY","Bricks, Special Circles And Angles","-1.00",42003
4175441,"CROSS BLOK 3M","Yellow","BR.YEL","Bricks, Special Circles And Angles","0.20",42003
4175442,"CROSS BLOK 3M","Red","BR.RED","Bricks, Special Circles And Angles","0.20",42003
4194025,"CROSS BLOK 3M","","SILVER","Bricks, Special Circles And Angles","-1.00",42003
4210857,"CROSS BLOK 3M","Grey","DK. ST. GREY","Bricks, Special Circles And Angles","0.20",42003
4211779,"CROSS BLOK 3M","Grey","MED. ST-GREY","Bricks, Special Circles And Angles","0.20",42003
4248901,"CROSS BLOK 3M","Yellow","FL. YELL-ORA","Bricks, Special Circles And Angles","-1.00",42003
6097398,"CROSS BLOCK 3M","","BR.GREEN","Bricks, Special Circles And Angles","-1.00",42003
6166864,"CROSS BLOCK 3M","Blue","EARTH BLUE","Bricks, Special Circles And Angles","0.26",42003
4161217,"SHELL 3X8X2 W/BOW/ANGLE,R. TR","","TR.BROWN","Bricks, Special","-1.00",42019
4195701,"SHELL 3X8X2 W/BOW/ANGLE,R. TR","Black","BLACK","Bricks, Special","-1.00",42019
6030736,"RIGHT SHELL3X8X2W/BOW/ANGLE,TR","","TR.BROWN","Bricks, Special","-1.00",42019
4161231,"SHELL 3X8X2 W/BOW/ANGLE, L.TR","","TR.BROWN","Bricks, Special","-1.00",42020
4195702,"SHELL 3X8X2 W/BOW/ANGLE, L.TR","Black","BLACK","Bricks, Special","-1.00",42020
6030735,"LEFT SHELL 3X8X2W/BOW/ANGLE,TR","","TR.BROWN","Bricks, Special","-1.00",42020
4283120,"SHELL 6X8X2 W/BOW/ANGLE,REV.","Black","BLACK","Bricks, Special","-1.00",42021
4550252,"SHELL 6X8X2 W/BOW/ANGLE,REV.","Grey","MED. ST-GREY","Bricks, Special","-1.00",42021
4563327,"SHELL 6X8X2 W/BOW/ANGLE,REV.","","BR.YEL-GREEN","Bricks, Special","-1.00",42021
6000956,"SHELL 6X8X2 W/BOW/ANGLE,REV.","","RED. BROWN","Bricks, Special","-1.00",42021
6018406,"SHELL 6X8X2 W/BOW/ANGLE,REV.","Blue","EARTH BLUE","Bricks, Special","1.07",42021
6167396,"SHELL 6X8X2 W/BOW/ANGLE,REV.","White","WHITE","Bricks, Special","1.02",42021
4160387,"BRICK 1X6 W/BOW","White","WHITE","Bricks with bows and arches","0.25",42022
4160389,"BRICK 1X6 W/BOW","","BRICK-YEL","Bricks with bows and arches","-1.00",42022
4160390,"BRICK 1X6 W/BOW","Red","BR.RED","Bricks with bows and arches","0.28",42022
4160391,"BRICK 1X6 W/BOW","Blue","BR.BLUE","Bricks with bows and arches","-1.00",42022
4160392,"BRICK 1X6 W/BOW","Yellow","BR.YEL","Bricks with bows and arches","0.31",42022
4160393,"BRICK 1X6 W/BOW","Black","BLACK","Bricks with bows and arches","0.28",42022
4160394,"BRICK 1X6 W/BOW","Grey","DK.GREY","Bricks with bows and arches","-1.00",42022
4160395,"BRICK 1X6 W/BOW","","DK.GREEN","Bricks with bows and arches","0.25",42022
4160399,"BRICK 1X6 W/BOW","Blue","MD.BLUE","Bricks with bows and arches","-1.00",42022
4160401,"BRICK 1X6 W/BOW","Orange-brown","BR.YELORA","Bricks with bows and arches","-1.00",42022
4169354,"BRICK 1X6 W/BOW","Yellow","L.YEL","Bricks with bows and arches","-1.00",42022
4220010,"BRICK 1X6 W/BOW","Blue","SAND BLUE","Bricks with bows and arches","-1.00",42022
4224731,"BRICK 1X6 W/BOW","","DK.ORA","Bricks with bows and arches","-1.00",42022
4234446,"BRICK 1X6 W/BOW","Red","NEW DARK RED","Bricks with bows and arches","-1.00",42022
4505840,"BRICK 1X6 W/BOW","","RED. BROWN","Bricks with bows and arches","-1.00",42022
4612957,"BRICK 1X6 W/BOW","","EARTH GREEN","Bricks with bows and arches","-1.00",42022
4624701,"BRICK 1X6 W/BOW","","BRICK-YEL","Bricks with bows and arches","-1.00",42022
6000649,"BRICK 1X6 W/BOW","Grey","MED. ST-GREY","Bricks with bows and arches","-1.00",42022
6037538,"BRICK 1X6 W/BOW","","DK. BROWN","Bricks with bows and arches","-1.00",42022
6058858,"BRICK 1X6 W/BOW","Grey","DK. ST. GREY","Bricks with bows and arches","0.28",42022
6092037,"BRICK 1X6 W/BOW","","BR.ORANGE","Bricks with bows and arches","0.42",42022
4160403,"BRICK 1X6 W/BOW, REV.","White","WHITE","Bricks with bows and arches","0.28",42023
4160404,"BRICK 1X6 W/BOW, REV.","Grey","GREY","Bricks with bows and arches","-1.00",42023
4160405,"BRICK 1X6 W/BOW, REV.","","BRICK-YEL","Bricks with bows and arches","-1.00",42023
4160406,"BRICK 1X6 W/BOW, REV.","Red","BR.RED","Bricks with bows and arches","0.29",42023
4160407,"BRICK 1X6 W/BOW, REV.","Blue","BR.BLUE","Bricks with bows and arches","-1.00",42023
4160410,"BRICK 1X6 W/BOW, REV.","Grey","DK.GREY","Bricks with bows and arches","-1.00",42023
4160415,"BRICK 1X6 W/BOW, REV.","Blue","MD.BLUE","Bricks with bows and arches","-1.00",42023
4163633,"BRICK 1X6 W/BOW, REV.","","SAND GREEN","Bricks with bows and arches","-1.00",42023
4164035,"BRICK 1X6 W/BOW, REV.","","BR.YEL-GREEN","Bricks with bows and arches","-1.00",42023
4167502,"BRICK 1X6 W/BOW, REV.","Red","NEW DARK RED","Bricks with bows and arches","-1.00",42023
4210779,"BRICK 1X6 W/BOW, REV.","Grey","DK. ST. GREY","Bricks with bows and arches","0.29",42023
4211731,"BRICK 1X6 W/BOW, REV.","Grey","MED. ST-GREY","Bricks with bows and arches","-1.00",42023
4261773,"BRICK 1X6 W/BOW, REV.","Blue","EARTH BLUE","Bricks with bows and arches","-1.00",42023
6052790,"BRICK 1X6 W/BOW, REV.","Blue","MEDIUM AZUR","Bricks with bows and arches","-1.00",42023
6102650,"BRICK 1X6 W/BOW, REV.","Blue","MEDIUM AZUR","Bricks with bows and arches","-1.00",42023
6112323,"BRICK 1X6 W/BOW, REV.","Black","BLACK","Bricks with bows and arches","0.28",42023
6146944,"BRICK 1X6 W/BOW, REV.","Yellow","FL. YELL-ORA","Bricks with bows and arches","0.32",42023
6175158,"BRICK 1X6 W/BOW, REV.","Yellow","BR.YEL","Bricks with bows and arches","0.32",42023
6175581,"BRICK 1X6 W/BOW, REV.","","RED. BROWN","Bricks with bows and arches","0.28",42023
4162963,"DUPLO SIGN, TRIANGLE","Red","BR.RED","Bricks","-1.00",42025
4186569,"DUPLO DRUM, HOLDER","Black","BLACK","Bricks","-1.00",42026
4162965,"DUPLO TUBE HOLDER, VERTICAL","Black","BLACK","Bricks","-1.00",42029
4283028,"DUPLO TUBE HOLDER, VERTICAL","Red","BR.RED","Bricks","2.15",42029
4583813,"DUPLO TUBE HOLDER, VERTICAL","Blue","BR.BLUE","Bricks","-1.00",42029
4622359,"DUPLO KNOB WITH ARMS","Black","BLACK","Bricks","1.68",42030
4162779,"RIGHT SHELL 3X12 W/BOW/ANGLE","White","WHITE","Bricks, Special","-1.00",42060
4177150,"SHELL 3X12 W/BOW/ANGLE, RIGHT","Black","BLACK","Bricks, Special","-1.00",42060
4177381,"SHELL 3X12 W/BOW/ANGLE, RIGHT","Grey","GREY","Bricks, Special","-1.00",42060
4177382,"SHELL 3X12 W/BOW/ANGLE, RIGHT","Grey","DK.GREY","Bricks, Special","-1.00",42060
4177383,"SHELL 3X12 W/BOW/ANGLE, RIGHT","Red","BR.RED","Bricks, Special","-1.00",42060
4177385,"SHELL 3X12 W/BOW/ANGLE, RIGHT","Blue","BR.BLUE","Bricks, Special","-1.00",42060
4177388,"SHELL 3X12 W/BOW/ANGLE, RIGHT","Blue","EARTH BLUE","Bricks, Special","-1.00",42060
4210860,"RIGHT SHELL 3X12 W/BOW/ANGLE","Grey","DK. ST. GREY","Bricks, Special","-1.00",42060
4211781,"RIGHT SHELL 3X12 W/BOW/ANGLE","Grey","MED. ST-GREY","Bricks, Special","-1.00",42060
4220015,"SHELL 3X12 W/BOW/ANGLE, RIGHT","Blue","SAND BLUE","Bricks, Special","-1.00",42060
4297359,"RIGHT SHELL 3X12 W/BOW/ANGLE","Blue","BR.BLUE","Bricks, Special","-1.00",42060
6005098,"RIGHT SHELL 3X12 W/BOW/ANGLE","Red","NEW DARK RED","Bricks, Special","0.66",42060
6016457,"RIGHT SHELL 3X12 W/BOW/ANGLE","","OLIVE GREEN","Bricks, Special","-1.00",42060
6021071,"RIGHT SHELL 3X12 W/BOW/ANGLE","White","WHITE","Bricks, Special","-1.00",42060
6170771,"RIGHT SHELL 3X12 W/BOW/ANGLE","Black","BLACK","Bricks, Special","-1.00",42060
4162781,"LEFT SHELL 3X12 W/BOW/ANGLE","White","WHITE","Bricks, Special","-1.00",42061
4177394,"SHELL 3X12  W/BOW/ANGLE, L.","Blue","BR.BLUE","Bricks, Special","-1.00",42061
4177397,"SHELL 3X12  W/BOW/ANGLE, L.","Blue","EARTH BLUE","Bricks, Special","-1.00",42061
4210861,"LEFT SHELL 3X12 W/BOW/ANGLE","Grey","DK. ST. GREY","Bricks, Special","-1.00",42061
4211782,"LINKS SHELL 3X12 W/BOW/ANGLE","Grey","MED. ST-GREY","Bricks, Special","-1.00",42061
4220014,"SHELL 3X12  W/BOW/ANGLE, L.","Blue","SAND BLUE","Bricks, Special","-1.00",42061
4297361,"LEFT SHELL 3X12 W/BOW/ANGLE","Blue","BR.BLUE","Bricks, Special","-1.00",42061
6005069,"LEFT SHELL 3X12 W/BOW/ANGLE","Red","NEW DARK RED","Bricks, Special","0.65",42061
6016458,"LEFT SHELL 3X12 W/BOW/ANGLE","","OLIVE GREEN","Bricks, Special","-1.00",42061
6021069,"LEFT SHELL 3X12 W/BOW/ANGLE","White","WHITE","Bricks, Special","-1.00",42061
6174073,"LEFT SHELL 3X12 W/BOW/ANGLE","Black","BLACK","Bricks, Special","-1.00",42061
4162159,"WINDUP - MOTOR 2X6X2 1/3","Grey","DK.GREY","Bricks, Special","-1.00",42073
4245797,"WINDUP - MOTOR 2X6X2 1/3","Grey","DK. ST. GREY","Bricks, Special","-1.00",42073
4163132,"BION. TOOTH","White","WHITE","Bricks, Special Circles And Angles","-1.00",42074
4175943,"BION. TOOTH","","SILVER","Bricks, Special Circles And Angles","-1.00",42074
4612590,"BION. TOOTH","Black","BLACK","Bricks, Special Circles And Angles","-1.00",42074
4617726,"BION. TOOTH","","SILVER MET.","Bricks, Special Circles And Angles","-1.00",42074
4162968,"DUPLO STICK WITH FLOWER","White","TR.W.GLITTER","Bricks","-1.00",42077
4162969,"DUPLO STRING 192MM. 2F","","1.MULT","Bricks","-1.00",42078
4285417,"DUPLO STRING 192MM. 2F 26/199","","2.MULT","Bricks","-1.00",42078
4190739,"DUPLO GO-CART","","BR.GREEN","Bricks","-1.00",42093
4190750,"DUPLO GO-CART","","BR.ORANGE","Bricks","-1.00",42093
4506411,"DUPLO GO-CART","Yellow","BR.YEL","Bricks","2.05",42093
4613876,"MINI HEAD, PIXIE","Purple","L.NOUGAT","Bricks, Special","-1.00",42109
6021512,"DÆKPLADE 1X2 ""NR. 70""","Black","BLACK","Plates","0.16",42125
4162530,"GROOVE TUBE 32 MM, RED","Red","BR.RED","Bricks, Special Circles And Angles","-1.00",42216
4163235,"DUP. 1X2X2 PYLON","","BR.ORANGE","Bricks","-1.00",42234
4249892,"DUP. 1X2X2 PYLON","Black","BLACK","Bricks","-1.00",42234
4249991,"DUP. 1X2X2 PYLON","","RED. BROWN","Bricks","-1.00",42234
4506277,"DUP. 1X2X2 PYLON","Yellow","BR.YEL","Bricks","-1.00",42234
6059083,"DUP. 1X2X2 PYLON","White","WHITE","Bricks","0.68",42234
6139021,"DUP. 1X2X2 PYLON","Red","BR.RED","Bricks","0.88",42234
4163236,"DIZZY DRUM","","BR.ORANGE","Bricks","-1.00",42235
4506278,"DIZZY DRUM","Yellow","BR.YEL","Bricks","-1.00",42235
4499922,"CAT KOKOS, ASSEMBLED","Yellow","FL. YELL-ORA","Bricks","-1.00",42237
4263153,"ROLEY FRONT DRUM ASS. 28/199","","DK.GREEN","Bricks","-1.00",42245
4263014,"ROLEY CHASSIS ASSEMBLED 28/199","","DK.GREEN","Bricks","-1.00",42249
4223736,"ROCK 4X4X1 1/3 UPPER PART","","RED. BROWN","Bricks, Special","-1.00",42284
4271074,"ROCK 4X4X1 1/3 UPPER PART","Black","BLACK","Bricks, Special","-1.00",42284
4506778,"ROCK 4X4X1 1/3 UPPER PART","Grey","DK. ST. GREY","Bricks, Special","0.35",42284
4583968,"ROCK 4X4X1 1/3 UPPER PART","White","WHITE","Bricks, Special","-1.00",42284
4163315,"PULL-BACK 2X6X1 2/3 (FAST)","Grey","DK.GREY","Bricks, Special","-1.00",42289
4285385,"PULL-BACK 2X6X1 2/3 (FAST)","Black","BLACK","Bricks, Special","-1.00",42289
4223737,"ROCK 4X4X1 2/3 LOWER PART","","RED. BROWN","Bricks, Special","-1.00",42291
4271079,"ROCK 4X4X1 2/3 LOWER PART","Black","BLACK","Bricks, Special","-1.00",42291
4506779,"ROCK 4X4X1 2/3 LOWER PART","Grey","DK. ST. GREY","Bricks, Special","0.40",42291
4583970,"ROCK 4X4X1 2/3 LOWER PART","White","WHITE","Bricks, Special","-1.00",42291
4631910,"ROCK 4X4X1 2/3 LOWER PART","","EARTH GREEN","Bricks, Special","-1.00",42291
4165504,"DUPLO CODE SUITCASE 1X2","Purple","MD.REDVIOL","Bricks","-1.00",42398
4170037,"DUPLO CODE SUITCASE 1X2","Blue","BR.BLUE","Bricks","-1.00",42398
4259808,"DUPLO CODE SUITCASE 1X2","","BR.GREEN","Bricks","-1.00",42398
4165974,"DUPLO FORK-LIFT TRUCK, FORK","Black","BLACK","Bricks","-1.00",42405
4264439,"DUPLO FORK-LIFT TRUCK, FORK","","SILVER","Bricks","-1.00",42405
4163622,"ICE CRYSTAL","Blue","TR.FL. BLUE","Bricks, Special","-1.00",42409
4180447,"ICE CRYSTAL","","TR.KL.BL.VIO","Bricks, Special","-1.00",42409
4549435,"ICE CRYSTAL","Yellow","TR.YEL","Bricks, Special","-1.00",42409
6116738,"ICE CRYSTAL","Yellow","TR.YEL","Bricks, Special","0.58",42409
6136391,"ICE CRYSTAL","Blue","TR.L.BLUE","Bricks, Special","0.53",42409
4297380,"MINI WIG MAN NO. 1","","DK.GREEN","Bricks, Special","-1.00",42444
6170447,"MINI WIG MAN NO. 1","Black","BLACK","Bricks, Special","0.43",42444
4169052,"PLATE 1X2 W. SHAFT 12M","Grey","GREY","Bricks, Special","-1.00",42445
4169199,"PLATE 1X2 W. SHAFT 12M","White","TR.","Bricks, Special","-1.00",42445
4169200,"PLATE 1X2 W. SHAFT 12M","Black","BLACK","Bricks, Special","-1.00",42445
4184425,"PLATE 1X2 W. SHAFT 12M","Orange-brown","EARTH-ORA","Bricks, Special","-1.00",42445
4211759,"PLATE 1X2 W. SHAFT 12M","Grey","MED. ST-GREY","Bricks, Special","-1.00",42445
4169047,"MINI FIG. BACK PALTE W. KNOB","Black","BLACK","Bricks, Special","-1.00",42446
4169050,"MINI FIG. BACK PALTE W. KNOB","","DK.GREEN","Bricks, Special","-1.00",42446
4169202,"MINI FIG. BACK PALTE W. KNOB","Grey","GREY","Bricks, Special","-1.00",42446
4172047,"MINI FIG. BACK PALTE W. KNOB","Red","BR.RED","Bricks, Special","-1.00",42446
4172349,"MINI FIG. BACK PALTE W. KNOB","","BR.GREEN","Bricks, Special","-1.00",42446
4210469,"MINI FIG. BACK PALTE W. KNOB","Grey","DK. ST. GREY","Bricks, Special","0.10",42446
4210470,"MINI FIG. BACK PALTE W. KNOB","White","WHITE","Bricks, Special","-1.00",42446
4211760,"MINI FIG. BACK PLATE W. KNOB","Grey","MED. ST-GREY","Bricks, Special","0.10",42446
4212413,"MINI FIG. BACK PALTE W. KNOB","Grey","DK.GREY","Bricks, Special","-1.00",42446
4224307,"MINI FIG. BACK PALTE W. KNOB","Red","NEW DARK RED","Bricks, Special","-1.00",42446
4611100,"MINI FIG. BACK PLATE W. KNOB","","RED. BROWN","Bricks, Special","0.11",42446
6020192,"MINI FIG. BACK PLATE W. KNOB","Black","BLACK","Bricks, Special","0.10",42446
6167602,"MINI FIGUR, BACK PLATE, W/ KNOB","White","WHITE","Bricks, Special","0.11",42446
6194728,"MINI FIG. BACK PLATE W. KNOB","","DK. BROWN","Bricks, Special","-1.00",42446
4205740,"LATTICE LID 4X7 2/3","Grey","GREY","Bricks, Special","-1.00",42448
4566967,"LATTICE LID 4X7 2/3","","W.GOLD","Bricks, Special","-1.00",42448
6008363,"LATTICE LID 4X7 2/3","Black","BLACK","Bricks, Special","0.74",42448
6146974,"LATTICE LID 4X7 2/3","","W.GOLD","Bricks, Special","0.72",42448
4587313,"VAMPIRE CAPE","Black","BLACK","Bricks, Special","-1.00",42450
4172695,"SCATEBOARD","Blue","BR.BLUE","Bricks, Special","0.54",42511
6064097,"SKATEBOARD","","BR.YEL-GREEN","Bricks, Special","0.54",42511
6155188,"SKATEBOARD","","BR.ORANGE","Bricks, Special","0.54",42511
6174272,"SKATEBOARD","","M. LILAC","Bricks, Special","0.54",42511
4168995,"MINI HEAD NO. 216","Yellow","BR.YEL","Bricks, Special","-1.00",42523
4163920,"PLATE 8X8 PC/TR","Blue","TR.L.BLUE","Bricks, Special","-1.00",42534
4226439,"PLATE 8X8 PC/TR","Blue","TR.FL. BLUE","Bricks, Special","-1.00",42534
4168149,"CONTAINER UPPER PART 6X8X4","White","WHITE","Bricks, Special","-1.00",42604
4211755,"PLATE 2X4 W.SNAP/4XØ4,85","Grey","MED. ST-GREY","Bricks, Special","-1.00",42608
4168161,"HUB Ø11,2 X 7,84","Grey","GREY","Connectors","-1.00",42610
4185944,"HUB Ø11,2 X 7,84","Red","NEW DARK RED","Connectors","-1.00",42610
4211758,"HUB Ø11,2 X 7,84","Grey","MED. ST-GREY","Connectors","0.12",42610
4164086,"SCAPULAR","","BR.ORANGE","Bricks, Special","-1.00",42613
4164180,"CORRUGATED PIPE 112MM EARTH BL","Blue","EARTH BLUE","Bricks, Special Circles And Angles","-1.00",42620
4169666,"DUPLO CURVE 2X4X2 WATCH","Red","BR.RED","Bricks","-1.00",42634
4164500,"DUPLO BRICK 1X2X2, TRANSPARENT","Blue","TR.L.BLUE","Bricks","1.04",42657
4170660,"DUPLO BRICK 1X2X2, TRANSPARENT","","TR.KL.BL.VIO","Bricks","-1.00",42657
4222358,"DUPLO BRICK 1X2X2, TRANSPARENT","Green","TR. BR. YEL GR","Bricks","-1.00",42657
4260810,"DUPLO BRICK 1X2X2, TRANSPARENT","Purple","TR.M.R.V.GLI","Bricks","-1.00",42657
4260949,"DUPLO BRICK 1X2X2, TRANSPARENT","White","TR.W.GLITTER","Bricks","-1.00",42657
6038527,"OUTER CABLE 264MM","Grey","MED. ST-GREY","Bricks, Special Circles And Angles","-1.00",42688
4295432,"OUTER CABLE 120MM, BLACK","Black","BLACK","Bricks, Special Circles And Angles","-1.00",42690
4164468,"CORRUGATED PIPE 96MM, BLACK","Black","BLACK","Bricks, Special Circles And Angles","-1.00",42692
4165923,"CORRUGATED PIPE 32MM, BROWN","Orange-brown","EARTH-ORA","Bricks, Special Circles And Angles","-1.00",42813
4166238,"CORRUGATED PIPE 40MM, BLACK","Black","BLACK","Bricks, Special Circles And Angles","-1.00",42855
4534372,"DUPLO FORKLIFT TRUCK","Yellow","BR.YEL","Bricks","-1.00",42900
4177239,"GM: ASSEMBLY","Black","BLACK","Bricks, Special Circles And Angles","-1.00",42908
4168320,"DUP.ROOF T.2X2X2½, PETROL.ST.","Red","BR.RED","Bricks","-1.00",43029
4168314,"DUPLO SIGN DEC. STOP","Red","BR.RED","Bricks","-1.00",43037
4169110,"DUPLO DOG WITH SPOTS","","DK.ORA","Bricks","-1.00",43050
4184170,"CONN.BUSH W.FRIC./CROSSALE","Black","BLACK","Connectors","-1.00",43093
4184171,"CONN.BUSH W.FRIC./CROSSALE","White","WHITE","Connectors","-1.00",43093
4206482,"CONN.BUSH W.FRIC./CROSSALE","Blue","BR.BLUE","Connectors","0.06",43093
4171112,"JET ENGINE 4X5X3","Grey","GREY","Bricks, Special","-1.00",43121
4171113,"JET ENGINE 4X5X3","","BR.ORANGE","Bricks, Special","-1.00",43121
4171781,"JET ENGINE 4X5X3","White","WHITE","Bricks, Special","-1.00",43121
4211767,"JET ENGINE 4X5X3","Grey","MED. ST-GREY","Bricks, Special","-1.00",43121
4295395,"JET ENGINE 4X5X3","Black","BLACK","Bricks, Special","1.34",43121
6064186,"JET ENGINE 4X5X3","Red","BR.RED","Bricks, Special","1.38",43121
6109875,"JET ENGINE 4X5X3","White","WHITE","Bricks, Special","-1.00",43121
6172384,"JET ENGINE 4X5X3","","M. LILAC","Bricks, Special","1.42",43121
4169470,"DUP 2X2 FLASHLIGHT GREEN","","DK.GREEN","Bricks","-1.00",43158
4287241,"DUP. SIGN DEC.  TRIANGLE","","BR.ORANGE","Bricks","-1.00",43206
4171661,"WALL ELEMENT 1X4X1 ABS","Grey","DK.GREY","Bricks, Special","-1.00",43337
4171662,"WALL ELEMENT 1X4X1 ABS","Red","BR.RED","Bricks, Special","-1.00",43337
4171666,"WALL ELEMENT 1X4X1 ABS","Yellow","BR.YEL","Bricks, Special","-1.00",43337
4171667,"WALL ELEMENT 1X4X1 ABS","Grey","GREY","Bricks, Special","-1.00",43337
4173477,"WALL ELEMENT 1X4X1 ABS","White","WHITE","Bricks, Special","-1.00",43337
4205534,"WALL ELEMENT 1X4X1 ABS","","BRICK-YEL","Bricks, Special","-1.00",43337
4210844,"WALL ELEMENT 1X4X1 ABS","Grey","DK. ST. GREY","Bricks, Special","0.14",43337
4211769,"WALL ELEMENT 1X4X1 ABS","Grey","MED. ST-GREY","Bricks, Special","0.14",43337
4228063,"WALL ELEMENT 1X4X1 ABS","Black","BLACK","Bricks, Special","0.14",43337
4286644,"WALL ELEMENT 1X4X1 ABS","","SAND GREEN","Bricks, Special","-1.00",43337
4526363,"WALL ELEMENT 1X4X1 ABS","","BR.ORANGE","Bricks, Special","-1.00",43337
4536667,"WALL ELEMENT 1X4X1 ABS","","BRICK-YEL","Bricks, Special","-1.00",43337
4565214,"WALL ELEMENT 1X4X1 ABS","","RED. BROWN","Bricks, Special","0.14",43337
4653745,"WALL ELEMENT 1X4X1 ABS","","M. LILAC","Bricks, Special","-1.00",43337
4174045,"RING DURCHMESSER 39.8","","BR.ORANGE","Bricks, Special","-1.00",43373
4179877,"RING DURCHMESSER 39.8","Grey","DK.GREY","Bricks, Special","-1.00",43373
4295310,"RING DURCHMESSER 39.8","","BR.ORANGE","Bricks, Special","-1.00",43373
4174044,"NET FOR RING 39.8","White","WHITE","Bricks, Special","-1.00",43374
4175710,"BIONICLE LEG II","Grey","GREY","Bricks, Special Circles And Angles","-1.00",43557
4175718,"BIONICLE LEG II","","BRICK-YEL","Bricks, Special Circles And Angles","-1.00",43557
4175735,"BIONICLE LEG II","","BR.ORANGE","Bricks, Special Circles And Angles","-1.00",43557
4175738,"BIONICLE LEG II","Grey","DK.GREY","Bricks, Special Circles And Angles","-1.00",43557
4175739,"BIONICLE LEG II","Blue","MD.BLUE","Bricks, Special Circles And Angles","-1.00",43557
4175744,"BIONICLE LEG II","","BR.YEL-GREEN","Bricks, Special Circles And Angles","-1.00",43557
4196991,"BIONICLE LEG II","White","WHITE","Bricks, Special Circles And Angles","-1.00",43557
4260520,"LEG II","Red","NEW DARK RED","Bricks, Special Circles And Angles","-1.00",43557
4498042,"LEG II","","EARTH GREEN","Bricks, Special Circles And Angles","-1.00",43557
4175713,"BIONICLE BREST SHIELD","","SILVER","Bricks, Special Circles And Angles","-1.00",43558
4186694,"BIONICLE BREST SHIELD","Blue","EARTH BLUE","Bricks, Special Circles And Angles","-1.00",43558
4196973,"BIONICLE BREST SHIELD","Grey","MET.DK.GREY","Bricks, Special Circles And Angles","-1.00",43558
4196990,"BIONICLE BREST SHIELD","Yellow","MET.SAND.YEL","Bricks, Special Circles And Angles","-1.00",43558
4289105,"BREST SHIELD","","BR.YEL-GREEN","Bricks, Special Circles And Angles","-1.00",43558
4186433,"BIONICLE SHOULDER PLATE","","SILVER","Bricks, Special Circles And Angles","-1.00",43559
4193878,"SHOULDER PLATE","Yellow","BR.YEL","Bricks, Special Circles And Angles","-1.00",43559
4194636,"BIONICLE SHOULDER PLATE","","BR.ORANGE","Bricks, Special Circles And Angles","-1.00",43559
4194640,"BIONICLE SHOULDER PLATE","White","WHITE","Bricks, Special Circles And Angles","-1.00",43559
4196974,"BIONICLE SHOULDER PLATE","Grey","MET.DK.GREY","Bricks, Special Circles And Angles","-1.00",43559
4196993,"BIONICLE SHOULDER PLATE","Yellow","MET.SAND.YEL","Bricks, Special Circles And Angles","-1.00",43559
4201206,"SHOULDER PLATE","Blue","BR.BLUE","Bricks, Special Circles And Angles","-1.00",43559
4201224,"SHOULDER PLATE","Black","BLACK","Bricks, Special Circles And Angles","-1.00",43559
4203394,"SHOULDER PLATE","","DK.GREEN","Bricks, Special Circles And Angles","-1.00",43559
4210593,"SHOULDER PLATE","Red","BR.RED","Bricks, Special Circles And Angles","-1.00",43559
4227068,"SHOULDER PLATE","Blue","EARTH BLUE","Bricks, Special Circles And Angles","-1.00",43559
4250513,"SHOULDER PLATE","Red","NEW DARK RED","Bricks, Special Circles And Angles","-1.00",43559
4631648,"CORRUGATED PIPE 152MM","Blue","TR.L.BLUE","Bricks, Special Circles And Angles","0.78",43675
6170251,"CORRUGATED PIPE 152MM","","SILVER MET.","Bricks, Special Circles And Angles","1.38",43675
4506407,"TILTED CORNER 4X4 W/ANGLE","Red","NEW DARK RED","Bricks, Special","-1.00",43708
6035334,"TILTED CORNER 4X4 W/ANGLE","","RED. BROWN","Bricks, Special","-1.00",43708
6080444,"TILTED CORNER 4X4 W/ANGLE","Red","NEW DARK RED","Bricks, Special","0.47",43708
6110054,"TILTED CORNER 4X4 W/ANGLE","White","WHITE","Bricks, Special","0.41",43708
6151693,"TILTED CORNER 4X4 W/ANGLE","Blue","DARK AZUR","Bricks, Special","0.46",43708
4180408,"LEFT ROOF TILE 2X4 W/ANGLE","Grey","MED. ST-GREY","Bricks, Special","0.28",43710
4180409,"LEFT ROOF TILE 2X4 W/ANGLE","Red","BR.RED","Bricks, Special","-1.00",43710
4180410,"ROOF TILE 2X4 W/ANGLE, L","Blue","BR.BLUE","Bricks, Special","-1.00",43710
4180411,"ROOF TILE 2X4 W/ANGLE, L","Yellow","BR.YEL","Bricks, Special","-1.00",43710
4180412,"LEFT ROOF TILE 2X4 W/ANGLE","","RED. BROWN","Bricks, Special","-1.00",43710
4180414,"ROOF TILE 2X4 W/ANGLE, L","Grey","DK.GREY","Bricks, Special","-1.00",43710
